timestamp,formula,domain_size,algorithm,result,time_sec,memory_bytes,memory_kb,memory_mb,status,dr_within_approx_confidence
2025-09-19T02:21:57.428304,2mod4-regular-graph,28,dr,17146494682780506653160814892252045293691523244399613314730257396814110615904766425542121396109312,68.86114120483398,0,0.0,0.0,completed,
2025-09-19T02:23:27.678190,2mod4-regular-graph,29,dr,1150815783026125697052993430815075414357646206632166978558997437930100517380425781269018591592476001173504,90.18985843658447,0,0.0,0.0,completed,
2025-09-19T02:25:24.595077,2mod4-regular-graph,30,dr,154196410650547772250865513416345440073287436684009793532302308952491282408650281209498376666985675418601548414976,116.79075980186462,0,0.0,0.0,completed,
2025-09-19T02:27:54.884892,2mod4-regular-graph,31,dr,41316069619440855104154213430773371890761305818387735449168286407605178257975020622679537791676769840028251435478082912256,150.23061418533325,0,0.0,0.0,completed,
2025-09-19T02:31:07.095455,2mod4-regular-graph,32,dr,22159716563716232508243424621705600801960634118900330927088115097306072240057301859791516029650951665499074094183165384950986833920,192.15027356147766,0,0.0,0.0,completed,
2025-09-19T02:35:10.920202,2mod4-regular-graph,33,dr,23793077351573479528454081710435342252452013257609563090763795190283975612552485191045495765966941702517139028161598435622942589899543412736,243.76535844802856,0,0.0,0.0,completed,
2025-09-19T02:40:18.567001,2mod4-regular-graph,34,dr,51120206747065320025037882157334058026174547218977615109037554601816819936459648129080860611740717005134879552110792937931404818856869795408826597376,307.5854299068451,0,0.0,0.0,completed,
2025-09-19T02:46:44.003318,2mod4-regular-graph,35,dr,219673555556482818663864773349477545646707797868679794907240795421411819637468882117630660931568185351663692976677028955597938779807614552030632447979336761344,385.3757281303406,0,0.0,0.0,completed,
2025-09-19T02:54:43.948262,2mod4-regular-graph,36,dr,1887499625674222880577168918565339980049489659468064245873273410557160302065918358742470126866670907732401686746580541709257583935591267333892430168157594037580361367552,479.8850185871124,0,0.0,0.0,completed,
2025-09-19T03:04:39.339391,2mod4-regular-graph,37,dr,32427242863466749821711695324802598907409576724645549517967555870560360268285132649418580771418713869701530694302518897887378469906528526152590955492211717079466179824892438904832,595.327339887619,0,0.0,0.0,completed,
2025-09-19T03:16:53.289810,2mod4-regular-graph,38,dr,1114038592651402590212647435692579701070518196411439010650222216028164889461885939328544285655859814491097557659116471406648327998921565512531043835368796618843985499532654955486640439558144,733.8890886306763,0,0.0,0.0,completed,
2025-09-19T03:31:54.059435,2mod4-regular-graph,39,dr,76545052554403909575856709644241478152670582478926207370635132763336464650298367827380932413244593409651458246675264244902352681996792717769026788309560496534705270025640668120354639242557386771136512,900.630452632904,0,0.0,0.0,completed,
2025-09-19T03:50:13.659642,2mod4-regular-graph,40,dr,10519469229760269264133471180252418453550357363305782803181464725865903353801748805118047725750065575050983282208790558397746751771455653221529337647041309009198588841514545762730277244226657219860902825345155072,1099.5404076576233,0,0.0,0.0,completed,
2025-09-19T04:12:31.164457,2mod4-regular-graph,41,dr,2891564160601050413935972128436257672529577484601100172299339918735334299168203604102202168305448940241343289101859276646967050510379503302645925790568710043123040763011604863740181652964176895544735788423945475894817062912,1337.4480378627777,0,0.0,0.0,completed,
2025-09-19T04:39:30.885871,2mod4-regular-graph,42,dr,1589714851505877871218158647553910245005184343825759623135657283479895893276869747677416789926809305648440708309882540133124287643015321448112731763995121427807954064701925853312581743115699907533312738063703167811422831719261210148864,1619.6614582538605,0,0.0,0.0,completed,
2025-09-19T05:12:05.024822,2mod4-regular-graph,43,dr,1747979976928426528268269800308910565530314688419676736018246696622241303776089928279331811102618728040916814542038354302624657744514554102178505261947785114790448034874583624000896518047041477894091202363391445380340534046361819954722665320677376,1954.0767657756805,0,0.0,0.0,completed,
2025-09-19T05:51:07.289746,2mod4-regular-graph,44,dr,3843929265155030000052226650204168421100995184474935530596949026836604179002775609923446951295663178578512867579865986648777562483447572492343980067679890429893725152197569652201452951918997729608298527817457440895303886902151849661144216238011642680073781248,2342.2028279304504,0,0.0,0.0,completed,
2025-09-19T06:38:01.773985,2mod4-regular-graph,45,dr,16905787751213304228914811180161223369876048274187631641288394555561513193059387093125009010467934787211211864536457665217213723623282196278523211271057621775572506778562524085736549072003425195342262635581153500640126148847525434911321506622500442051745776723643745697792,2814.4243359565735,0,0.0,0.0,completed,
