timestamp,formula,domain_size,algorithm,result,time_sec,memory_bytes,memory_kb,memory_mb,status,dr_within_approx_confidence
2025-09-18T15:03:05.274250,1mod2-regular-graph-sc2,2,approxmc,1,0.19674921035766602,0,0.0,0.0,completed,True
2025-09-18T15:03:05.075788,1mod2-regular-graph-sc2,2,ganak,1,0.20199131965637207,0,0.0,0.0,completed,
2025-09-18T15:03:04.871698,1mod2-regular-graph,2,dr,1,0.07984709739685059,0,0.0,0.0,completed,
2025-09-18T15:03:05.490931,1mod2-regular-graph,3,dr,0,0.07032203674316406,0,0.0,0.0,completed,
2025-09-18T15:03:05.576963,1mod2-regular-graph-sc2,3,ganak,2,0.08435249328613281,0,0.0,0.0,completed,
2025-09-18T15:03:05.657335,1mod2-regular-graph-sc2,3,approxmc,2,0.07863163948059082,0,0.0,0.0,completed,
2025-09-18T15:03:05.786079,1mod2-regular-graph,4,dr,8,0.067779541015625,0,0.0,0.0,completed,
2025-09-18T15:03:05.871096,1mod2-regular-graph-sc2,4,ganak,8,0.0833733081817627,0,0.0,0.0,completed,
2025-09-18T15:03:05.955999,1mod2-regular-graph-sc2,4,approxmc,8,0.08323502540588379,0,0.0,0.0,completed,True
2025-09-18T15:03:06.086933,1mod2-regular-graph,5,dr,0,0.06961989402770996,0,0.0,0.0,completed,
2025-09-18T15:03:06.257914,1mod2-regular-graph-sc2,5,ganak,64,0.16922664642333984,0,0.0,0.0,completed,
2025-09-18T15:03:06.343258,1mod2-regular-graph-sc2,5,approxmc,64,0.08359456062316895,0,0.0,0.0,completed,
2025-09-18T15:03:06.475918,1mod2-regular-graph,6,dr,1024,0.07137131690979004,0,0.0,0.0,completed,
2025-09-18T15:03:06.585830,1mod2-regular-graph-sc2,6,ganak,1024,0.1081840991973877,0,0.0,0.0,completed,
2025-09-18T15:03:06.688396,1mod2-regular-graph-sc2,6,approxmc,1024,0.10080909729003906,0,0.0,0.0,completed,True
2025-09-18T15:03:06.819877,1mod2-regular-graph,7,dr,0,0.0711832046508789,0,0.0,0.0,completed,
2025-09-18T15:03:07.345234,1mod2-regular-graph-sc2,7,ganak,32768,0.5236654281616211,0,0.0,0.0,completed,
2025-09-18T15:03:09.267354,1mod2-regular-graph-sc2,7,approxmc,32768,1.9203855991363525,0,0.0,0.0,completed,
2025-09-18T15:03:09.403520,1mod2-regular-graph,8,dr,2097152,0.07473492622375488,0,0.0,0.0,completed,
2025-09-18T15:03:20.127865,1mod2-regular-graph-sc2,8,ganak,2097152,10.722564220428467,0,0.0,0.0,completed,
2025-09-18T15:03:23.574228,1mod2-regular-graph-sc2,8,approxmc,2097152,3.4444127082824707,0,0.0,0.0,completed,True
2025-09-18T15:03:23.711641,1mod2-regular-graph,9,dr,0,0.07561779022216797,0,0.0,0.0,completed,
2025-09-18T17:50:03.828562,1mod2-regular-graph-sc2,9,ganak,TIMEOUT,10000,0,0.0,0.0,timeout,
2025-09-18T20:36:43.945883,1mod2-regular-graph-sc2,9,approxmc,TIMEOUT,10000,0,0.0,0.0,timeout,
2025-09-18T20:36:44.087356,1mod2-regular-graph,10,dr,68719476736,0.07974505424499512,0,0.0,0.0,completed,
2025-09-18T20:36:44.226703,1mod2-regular-graph,11,dr,0,0.08025407791137695,0,0.0,0.0,completed,
2025-09-18T20:36:44.438789,1mod2-regular-graph,12,dr,36028797018963968,0.08668041229248047,0,0.0,0.0,completed,
2025-09-18T20:36:44.583832,1mod2-regular-graph,13,dr,0,0.08665180206298828,0,0.0,0.0,completed,
2025-09-18T20:36:44.737085,1mod2-regular-graph,14,dr,302231454903657293676544,0.09251165390014648,0,0.0,0.0,completed,
2025-09-18T20:36:44.892824,1mod2-regular-graph,15,dr,0,0.09474420547485352,0,0.0,0.0,completed,
2025-09-18T20:36:45.058460,1mod2-regular-graph,16,dr,40564819207303340847894502572032,0.10635685920715332,0,0.0,0.0,completed,
2025-09-18T20:36:45.226770,1mod2-regular-graph,17,dr,0,0.10704731941223145,0,0.0,0.0,completed,
2025-09-18T20:36:45.408347,1mod2-regular-graph,18,dr,87112285931760246646623899502532662132736,0.12221336364746094,0,0.0,0.0,completed,
2025-09-18T20:36:45.657743,1mod2-regular-graph,19,dr,0,0.1261439323425293,0,0.0,0.0,completed,
2025-09-18T20:36:45.859215,1mod2-regular-graph,20,dr,2993155353253689176481146537402947624255349848014848,0.14223217964172363,0,0.0,0.0,completed,
