timestamp,formula,domain_size,algorithm,result,time_sec,memory_bytes,memory_kb,memory_mb,status
20251126_155306,m-odd-degree-graph-sc2,0,dr,3024,1.7146,28446720,27780.0,27.12890625,3024
20251126_155320,m-odd-degree-graph-sc2,2,dr,136710,13.398,76275712,74488.0,72.7421875,136710
20251126_155424,m-odd-degree-graph-sc2,4,dr,544320,64.3766,106024960,103540.0,101.11328125,544320
20251126_155621,m-odd-degree-graph-sc2,6,dr,461160,117.084,131325952,128248.0,125.2421875,461160
20251126_155734,m-odd-degree-graph-sc2,8,dr,75600,72.361,118259712,115488.0,112.78125,75600
20251126_155743,m-odd-degree-graph-sc2,10,dr,945,9.5226,73940992,72208.0,70.515625,945
