timestamp,formula,domain_size,algorithm,result,time_sec,memory_bytes,memory_kb,memory_mb,status
20251110_021538,3-regular-graph-2-colored,2,fast,0,0.3368,22253568,21732.0,21.22265625,0
20251110_021539,3-regular-graph-2-colored,5,fast,0,0.3394,22126592,21608.0,21.1015625,0
20251110_021539,3-regular-graph-2-colored,8,fast,1680,0.3372,21995520,21480.0,20.9765625,1680
20251110_021539,3-regular-graph-2-colored,11,fast,0,0.3635,22142976,21624.0,21.1171875,0
20251110_021540,3-regular-graph-2-colored,14,fast,236597961600,0.4788,25178112,24588.0,24.01171875,236597961600
20251110_021541,3-regular-graph-2-colored,17,fast,0,0.6739,26021888,25412.0,24.81640625,0
20251110_021542,3-regular-graph-2-colored,20,fast,1533995165171127859200,1.0705,27029504,26396.0,25.77734375,1533995165171127859200
20251110_021543,3-regular-graph-2-colored,23,fast,0,1.7366,29245440,28560.0,27.890625,0
20251110_021546,3-regular-graph-2-colored,26,fast,148266965360741401505011000320000,3.0204,32444416,31684.0,30.94140625,148266965360741401505011000320000
20251110_021551,3-regular-graph-2-colored,29,fast,0,5.1049,35049472,34228.0,33.42578125,0
20251110_021600,3-regular-graph-2-colored,32,fast,114588299659227706427399329937724254822400000,8.7245,40853504,39896.0,38.9609375,114588299659227706427399329937724254822400000
20251110_021615,3-regular-graph-2-colored,35,fast,0,15.0613,45305856,44244.0,43.20703125,0
20251110_021641,3-regular-graph-2-colored,38,fast,479437521116954864439217687575774638083389750959308800000,25.6088,56008704,54696.0,53.4140625,479437521116954864439217687575774638083389750959308800000
20251110_021723,3-regular-graph-2-colored,41,fast,0,42.3729,62750720,61280.0,59.84375,0
20251110_021832,3-regular-graph-2-colored,44,fast,8315895596163322761431907103622009538277344600855772090065813504000000,68.3322,78127104,76296.0,74.5078125,8315895596163322761431907103622009538277344600855772090065813504000000
20251110_022020,3-regular-graph-2-colored,47,fast,0,108.0724,86269952,84248.0,82.2734375,0
20251110_022311,3-regular-graph-2-colored,50,fast,492477198215445025700912981338625930738027980908485830483602072378218775576576000000,171.6823,147087360,143640.0,140.2734375,492477198215445025700912981338625930738027980908485830483602072378218775576576000000
20251110_022741,3-regular-graph-2-colored,53,fast,0,269.663,172064768,168032.0,164.09375,0
