timestamp,formula,domain_size,algorithm,result,time_sec,memory_bytes,memory_kb,memory_mb,status
20250730_061031,4-regular-graph,2,fast,0,0.3096,146112512,142688.0,139.34375,completed
20250730_061031,4-regular-graph,5,fast,1,0.3577,146366464,142936.0,139.5859375,completed
20250730_061032,4-regular-graph,8,fast,19355,0.458,148230144,144756.0,141.36328125,completed
20250730_061034,4-regular-graph,11,fast,5188453830,1.5668,149200896,145704.0,142.2890625,completed
20250730_061042,4-regular-graph,14,fast,6551246596501035,8.0125,151433216,147884.0,144.41796875,completed
20250730_061120,4-regular-graph,17,fast,28797220460586826422720,38.0885,155140096,151504.0,147.953125,completed
20250730_061347,4-regular-graph,20,fast,357920518512934324278467820756,147.3461,163573760,159740.0,155.99609375,completed
20250730_061424,4-regular-graph,23,fast,ERROR,36.7822,171954176,167924.0,163.98828125,timeout
20250730_061424,4-regular-graph,2,dr,0,0.1064,145412096,142004.0,138.67578125,completed
20250730_061424,4-regular-graph,5,dr,1,0.1055,145412096,142004.0,138.67578125,completed
20250730_061425,4-regular-graph,8,dr,19355,0.1054,145412096,142004.0,138.67578125,completed
20250730_061425,4-regular-graph,11,dr,5188453830,0.1053,145412096,142004.0,138.67578125,completed
20250730_061425,4-regular-graph,14,dr,6551246596501035,0.2063,150114304,146596.0,143.16015625,completed
20250730_061425,4-regular-graph,17,dr,28797220460586826422720,0.3072,150392832,146868.0,143.42578125,completed
20250730_061426,4-regular-graph,20,dr,357920518512934324278467820756,0.5087,151023616,147484.0,144.02734375,completed
20250730_061427,4-regular-graph,23,dr,10820717276301729136958239832174266995,0.9623,153841664,150236.0,146.71484375,completed
20250730_061429,4-regular-graph,26,dr,710541562719038564497177435238522052461905950,1.3657,151011328,147472.0,144.015625,completed
20250730_061431,4-regular-graph,29,dr,92806550484635529288139898051471032653850237781032275,2.121,151855104,148296.0,144.8203125,completed
20250730_061434,4-regular-graph,32,dr,22476328600546173080239697209124296987246689133867853784814665,3.1287,152473600,148900.0,145.41015625,completed
20250730_061439,4-regular-graph,35,dr,9531099231705475033605002655084696725795231760798413523105145502142456,4.6904,155975680,152320.0,148.75,completed
20250730_061445,4-regular-graph,38,dr,6747585899282485840624265233443334439009355698573231959003015073131753785087135,6.5553,156622848,152952.0,149.3671875,completed
20250730_061454,4-regular-graph,41,dr,7661004637055134182895094633487433093953640276393238804618590583829648033219052642534620,8.7703,157675520,153980.0,150.37109375,completed
20250730_061506,4-regular-graph,44,dr,13478098653049410246147771670886072868430423112834485540171092277281668055019288737379454463444690,11.9935,159399936,155664.0,152.015625,completed
20250730_061522,4-regular-graph,47,dr,35667255041843475795641510678055411624978675696323652582949106998987632002300689390223954125671277135249035,15.5195,161603584,157816.0,154.1171875,completed
20250730_061542,4-regular-graph,50,dr,138336823347162818108015410281773931110899524325911679455625070087813910376506171032162681326294383945945551868904476,20.2545,165597184,161716.0,157.92578125,completed
20250730_061608,4-regular-graph,53,dr,768610566324942546701035172551139156202518866780144556801360987648253086216042377506396549727112845612302544167244727836676175,25.5448,168562688,164612.0,160.75390625,completed
20250730_061640,4-regular-graph,56,dr,5994689343106540093796756044913616152831151479639773685582685731547210984770203219104404954488720289737544055221356035835436610220323165,31.8936,172347392,168308.0,164.36328125,completed
20250730_061720,4-regular-graph,59,dr,64453964255276861436771962046203085806044775121068867220994660442822982977789186367300575621154321013431984059357384925565017326243491833758234430,39.953,177455104,173296.0,169.234375,completed
20250730_061809,4-regular-graph,62,dr,939903114321599566047713159766626274410696422191279511283358092220977618256792011832302700069875682829789343187094581356843410306352467830732462835172203905,49.0258,183934976,179624.0,175.4140625,completed
20250730_061909,4-regular-graph,65,dr,18317950472628028901081128874624867865465019340255552786159227721479218705343905165084413530654315623381605046270767431677117130001301570683017732428676302493714286016,60.1081,190943232,186468.0,182.09765625,completed
20250730_062021,4-regular-graph,68,dr,470791718813180846566877522617593040670121548015320306653497167420139108105223070682571145545913549860361542400255219017393264269540015132992795469641343928927688199783705174640,72.2984,197431296,192804.0,188.28515625,completed
